,Season,Crop,Temperature,humidity,soil moisture, area,Production
3616,Kharif     ,Jowar,36.0,41.0,50.0,2400.0,700.0
3617,Kharif     ,Korra,37.0,42.0,55.0,1600.0,1200.0
3618,Kharif     ,Maize,36.0,40.0,54.0,4500.0,13800.0
3619,Kharif     ,Moong(Green Gram),34.0,45.0,52.0,13100.0,8200.0
3620,Kharif     ,Rice,34.0,55.0,62.0,72100.0,206700.0
3621,Kharif     ,Sesamum,35.0,50.0,59.0,3400.0,600.0
3622,Kharif     ,Small millets,25.0,55.0,55.0,300.0,200.0
3623,Kharif     ,Sunflower,36.0,35.0,45.0,14300.0,10800.0
3624,Kharif     ,Urad,37.0,40.0,46.0,400.0,300.0
3625,Rabi       ,Arhar/Tur,36.0,41.0,50.0,700.0,500.0
3626,Rabi       ,Bajra,37.0,42.0,55.0,400.0,500.0
3627,Rabi       ,Dry chillies,36.0,40.0,54.0,4500.0,10700.0
3628,Rabi       ,Gram,34.0,45.0,52.0,13000.0,25400.0
3629,Rabi       ,Groundnut,34.0,55.0,62.0,12200.0,18400.0
3630,Rabi       ,Horse-gram,35.0,50.0,59.0,1700.0,800.0
3631,Rabi       ,Jowar,25.0,55.0,55.0,3100.0,4100.0
3632,Rabi       ,Maize,36.0,35.0,45.0,1200.0,5800.0
3633,Rabi       ,Moong(Green Gram),37.0,40.0,46.0,3200.0,2600.0
3634,Rabi       ,Ragi,36.0,41.0,50.0,4500.0,9500.0
3635,Rabi       ,Rice,37.0,42.0,55.0,73800.0,248900.0
3636,Rabi       ,Sesamum,36.0,40.0,54.0,22100.0,7400.0
3637,Rabi       ,Sunflower,34.0,45.0,52.0,800.0,500.0
3638,Rabi       ,Urad,34.0,55.0,62.0,11900.0,6900.0
3639,Rabi       ,Varagu,35.0,50.0,59.0,1600.0,1400.0
3640,Whole Year ,Sugarcane,25.0,55.0,55.0,300.0,22600.0
3641,Whole Year ,Tobacco,36.0,35.0,45.0,74500.0,80400.0
3642,Kharif     ,Bajra,37.0,40.0,46.0,15401.0,20668.0
3643,Kharif     ,Castor seed,36.0,41.0,50.0,11170.0,2279.0
3644,Kharif     ,Cotton(lint),37.0,42.0,55.0,41514.0,45665.0
3645,Kharif     ,Groundnut,36.0,40.0,54.0,5174.0,3984.0
3646,Kharif     ,Horse-gram,34.0,45.0,52.0,37.0,17.0
3647,Kharif     ,Jowar,34.0,55.0,62.0,2485.0,634.0
3648,Kharif     ,Maize,35.0,50.0,59.0,7137.0,29383.0
3649,Kharif     ,Masoor,25.0,55.0,55.0,56326.0,15490.0
3650,Kharif     ,Moong(Green Gram),36.0,35.0,45.0,12857.0,9128.0
3651,Kharif     ,Ragi,37.0,40.0,46.0,270.0,281.0
3652,Kharif     ,Rice,36.0,41.0,50.0,70189.0,190583.0
3653,Kharif     ,Sesamum,37.0,42.0,55.0,9399.0,235.0
3654,Kharif     ,Sunflower,36.0,40.0,54.0,9922.0,8770.0
3655,Kharif     ,Urad,34.0,45.0,52.0,1225.0,747.0
3656,Rabi       ,Bajra,34.0,55.0,62.0,718.0,964.0
3657,Rabi       ,Gram,35.0,50.0,59.0,16875.0,18765.0
3658,Rabi       ,Groundnut,25.0,55.0,55.0,8241.0,10870.0
3659,Rabi       ,Horse-gram,36.0,35.0,45.0,1417.0,456.0
3660,Rabi       ,Jowar,37.0,40.0,46.0,6006.0,2306.0
3661,Rabi       ,Maize,36.0,41.0,50.0,3288.0,15917.0
3662,Rabi       ,Masoor,37.0,42.0,55.0,522.0,144.0
3663,Rabi       ,Moong(Green Gram),36.0,40.0,54.0,5569.0,980.0
3664,Rabi       ,Ragi,34.0,45.0,52.0,4246.0,6420.0
3665,Rabi       ,Rapeseed &Mustard,34.0,55.0,62.0,24.0,4.0
3666,Rabi       ,Rice,35.0,50.0,59.0,54885.0,129541.0
3667,Rabi       ,Sesamum,25.0,55.0,55.0,11286.0,2596.0
3668,Rabi       ,Urad,36.0,35.0,45.0,20019.0,6506.0
3669,Whole Year ,Dry chillies,37.0,40.0,46.0,25519.0,38806.0
3670,Whole Year ,Onion,36.0,41.0,50.0,303.0,4590.0
3671,Whole Year ,Sugarcane,37.0,42.0,55.0,343.0,27265.0
3672,Whole Year ,Tobacco,36.0,40.0,54.0,65876.0,53294.0
3673,Kharif     ,Arhar/Tur,34.0,45.0,52.0,95553.0,60198.0
3674,Kharif     ,Bajra,34.0,55.0,62.0,28546.0,42876.0
3675,Kharif     ,Castor seed,35.0,50.0,59.0,25057.0,7717.0
3676,Kharif     ,Cotton(lint),25.0,55.0,55.0,47128.0,61544.0
3677,Kharif     ,Dry chillies,36.0,35.0,45.0,16383.0,30751.0
3678,Kharif     ,Gram,37.0,40.0,46.0,61.0,145.0
3679,Kharif     ,Groundnut,36.0,41.0,50.0,4844.0,4190.0
3680,Kharif     ,Horse-gram,37.0,42.0,55.0,15.0,8.0
3681,Kharif     ,Jowar,36.0,40.0,54.0,2992.0,1110.0
3682,Kharif     ,Korra,34.0,45.0,52.0,1321.0,1263.0
3683,Kharif     ,Maize,34.0,55.0,62.0,12141.0,42093.0
3684,Kharif     ,Mesta,35.0,50.0,59.0,1.0,9.0
3685,Kharif     ,Moong(Green Gram),25.0,55.0,55.0,30049.0,12170.0
3686,Kharif     ,Onion,36.0,35.0,45.0,173.0,2414.0
3687,Kharif     ,Other Kharif pulses,37.0,40.0,46.0,6.0,3.0
3688,Kharif     ,Ragi,36.0,41.0,50.0,150.0,142.0
3689,Kharif     ,Rice,37.0,42.0,55.0,50601.0,156559.0
3690,Kharif     ,Samai,36.0,40.0,54.0,180.0,120.0
3691,Kharif     ,Sesamum,34.0,45.0,52.0,24475.0,4479.0
3692,Kharif     ,Small millets,34.0,55.0,62.0,1508.0,1388.0
3693,Kharif     ,Sunflower,35.0,50.0,59.0,4622.0,7021.0
3694,Kharif     ,Urad,25.0,55.0,55.0,3130.0,185.0
3695,Kharif     ,Varagu,36.0,35.0,45.0,7.0,5.0
3696,Rabi       ,Arhar/Tur,37.0,40.0,46.0,420.0,265.0
3697,Rabi       ,Bajra,36.0,41.0,50.0,1807.0,2714.0
3698,Rabi       ,Dry chillies,37.0,42.0,55.0,4607.0,9417.0
3699,Rabi       ,Gram,36.0,40.0,54.0,33531.0,79737.0
3700,Rabi       ,Groundnut,34.0,45.0,52.0,9927.0,12180.0
3701,Rabi       ,Horse-gram,34.0,55.0,62.0,1218.0,257.0
3702,Rabi       ,Jowar,35.0,50.0,59.0,6206.0,4996.0
3703,Rabi       ,Korra,25.0,55.0,55.0,20.0,19.0
3704,Rabi       ,Maize,36.0,35.0,45.0,3137.0,16890.0
3705,Rabi       ,Moong(Green Gram),37.0,40.0,46.0,3199.0,2514.0
3706,Rabi       ,Onion,36.0,41.0,50.0,56.0,984.0
3707,Rabi       ,Other  Rabi pulses,37.0,42.0,55.0,134.0,66.0
3708,Rabi       ,Ragi,36.0,40.0,54.0,5951.0,12241.0
3709,Rabi       ,Rice,34.0,55.0,62.0,96893.0,316840.0
3710,Rabi       ,Samai,35.0,50.0,59.0,59.0,39.0
3711,Rabi       ,Sesamum,25.0,55.0,55.0,2303.0,481.0
3712,Rabi       ,Small millets,36.0,35.0,45.0,1579.0,1192.0
3713,Rabi       ,Urad,37.0,40.0,46.0,35024.0,29350.0
3714,Rabi       ,Varagu,36.0,41.0,50.0,1500.0,1134.0
3715,Whole Year ,Banana,37.0,42.0,55.0,615.0,12085.0
3716,Whole Year ,Cashewnut,36.0,40.0,54.0,761.0,166.0
3717,Whole Year ,Coconut ,34.0,45.0,52.0,209.0,2240700.0
3718,Whole Year ,Coriander,34.0,55.0,62.0,3057.0,2268.0
3719,Whole Year ,Sugarcane,35.0,50.0,59.0,272.0,21836.0
3720,Whole Year ,Sweet potato,25.0,55.0,55.0,542.0,10129.0
3721,Whole Year ,Tobacco,36.0,35.0,45.0,6985.0,14894.0
3722,Whole Year ,Turmeric,37.0,40.0,46.0,246.0,1105.0
3723,Kharif     ,Arhar/Tur,36.0,41.0,50.0,60581.0,29139.0
3724,Kharif     ,Bajra,37.0,42.0,55.0,7969.0,9786.0
3725,Kharif     ,Castor seed,36.0,40.0,54.0,16484.0,4088.0
3726,Kharif     ,Cotton(lint),34.0,45.0,52.0,37624.0,62633.0
3727,Kharif     ,Dry chillies,34.0,55.0,62.0,14347.0,33400.0
3728,Kharif     ,Groundnut,35.0,50.0,59.0,1524.0,1212.0
3729,Kharif     ,Jowar,25.0,55.0,55.0,1570.0,898.0
3730,Kharif     ,Korra,36.0,35.0,45.0,1266.0,951.0
3731,Kharif     ,Maize,37.0,40.0,46.0,6257.0,27543.0
3732,Kharif     ,Moong(Green Gram),36.0,41.0,50.0,7918.0,2629.0
3733,Kharif     ,Onion,37.0,42.0,55.0,62.0,860.0
3734,Kharif     ,Other Kharif pulses,36.0,40.0,54.0,11.0,6.0
3735,Kharif     ,Ragi,34.0,45.0,52.0,309.0,342.0
3736,Kharif     ,Rice,34.0,55.0,62.0,40841.0,134204.0
3737,Kharif     ,Samai,35.0,50.0,59.0,309.0,226.0
3738,Kharif     ,Sesamum,25.0,55.0,55.0,1171.0,88.0
3739,Kharif     ,Small millets,36.0,35.0,45.0,1575.0,1177.0
3740,Kharif     ,Sunflower,37.0,40.0,46.0,6737.0,7351.0
3741,Kharif     ,Urad,36.0,41.0,50.0,2258.0,815.0
3742,Rabi       ,Arhar/Tur,37.0,42.0,55.0,667.0,321.0
3743,Rabi       ,Bajra,36.0,40.0,54.0,717.0,880.0
3744,Rabi       ,Dry chillies,34.0,45.0,52.0,3920.0,9776.0
3745,Rabi       ,Gram,34.0,55.0,62.0,43496.0,81512.0
3746,Rabi       ,Groundnut,35.0,50.0,59.0,4936.0,8534.0
3747,Rabi       ,Horse-gram,25.0,55.0,55.0,1149.0,622.0
3748,Rabi       ,Jowar,36.0,35.0,45.0,3490.0,2576.0
3749,Rabi       ,Korra,37.0,40.0,46.0,26.0,20.0
3750,Rabi       ,Maize,36.0,41.0,50.0,2872.0,18705.0
3751,Rabi       ,Moong(Green Gram),37.0,42.0,55.0,3786.0,2862.0
3752,Rabi       ,Onion,36.0,40.0,54.0,69.0,1091.0
3753,Rabi       ,Ragi,34.0,45.0,52.0,3963.0,7795.0
3754,Rabi       ,Rapeseed &Mustard,34.0,55.0,62.0,11.0,3.0
3755,Rabi       ,Rice,35.0,50.0,59.0,106540.0,385888.0
3756,Rabi       ,Samai,25.0,55.0,55.0,5.0,4.0
3757,Rabi       ,Sesamum,36.0,35.0,45.0,298.0,76.0
3758,Rabi       ,Small millets,37.0,40.0,46.0,823.0,683.0
3759,Rabi       ,Urad,36.0,41.0,50.0,35628.0,20237.0
3760,Rabi       ,Varagu,37.0,42.0,55.0,792.0,659.0
3761,Rabi       ,Wheat,36.0,40.0,54.0,15.0,10.0
3762,Whole Year ,Banana,34.0,45.0,52.0,511.0,8370.0
3763,Whole Year ,Cashewnut,34.0,55.0,62.0,702.0,193.0
3764,Whole Year ,Coconut ,35.0,50.0,59.0,202.0,2195568.0
3765,Whole Year ,Coriander,25.0,55.0,55.0,2993.0,2317.0
3766,Whole Year ,Sugarcane,36.0,35.0,45.0,287.0,23462.0
3767,Whole Year ,Sweet potato,37.0,40.0,46.0,605.0,9829.0
3768,Whole Year ,Tobacco,36.0,41.0,50.0,51549.0,57805.0
3769,Whole Year ,Turmeric,37.0,42.0,55.0,314.0,1357.0
3770,Kharif     ,Arhar/Tur,36.0,40.0,54.0,54781.0,12271.0
3771,Kharif     ,Bajra,34.0,45.0,52.0,10062.0,9378.0
3772,Kharif     ,Castor seed,34.0,55.0,62.0,11040.0,1910.0
3773,Kharif     ,Cotton(lint),35.0,50.0,59.0,24364.0,28377.0
3774,Kharif     ,Dry chillies,25.0,55.0,55.0,11789.0,13805.0
3775,Kharif     ,Groundnut,36.0,35.0,45.0,1711.0,1761.0
3776,Kharif     ,Jowar,37.0,40.0,46.0,792.0,264.0
3777,Kharif     ,Maize,36.0,41.0,50.0,6448.0,168.0
3778,Kharif     ,Mesta,37.0,42.0,55.0,1.0,8.0
3779,Kharif     ,Moong(Green Gram),36.0,40.0,54.0,25955.0,1376.0
3780,Kharif     ,Niger seed,34.0,45.0,52.0,832.0,320.0
3781,Kharif     ,Onion,34.0,55.0,62.0,123.0,1470.0
3782,Kharif     ,Ragi,35.0,50.0,59.0,214.0,184.0
3783,Kharif     ,Rice,25.0,55.0,55.0,19256.0,46927.0
3784,Kharif     ,Sesamum,36.0,35.0,45.0,6279.0,276.0
3785,Kharif     ,Small millets,37.0,40.0,46.0,634.0,432.0
3786,Kharif     ,Soyabean,36.0,41.0,50.0,12.0,0.0
3787,Kharif     ,Sunflower,37.0,42.0,55.0,15013.0,16269.0
3788,Kharif     ,Urad,36.0,40.0,54.0,1144.0,59.0
3789,Rabi       ,Arhar/Tur,34.0,45.0,52.0,650.0,146.0
3790,Rabi       ,Bajra,34.0,55.0,62.0,198.0,185.0
3791,Rabi       ,Dry chillies,35.0,50.0,59.0,4474.0,6899.0
3792,Rabi       ,Gram,25.0,55.0,55.0,67372.0,88325.0
3793,Rabi       ,Groundnut,36.0,35.0,45.0,4925.0,6531.0
3794,Rabi       ,Horse-gram,37.0,40.0,46.0,2105.0,779.0
3795,Rabi       ,Jowar,36.0,41.0,50.0,8739.0,7009.0
3796,Rabi       ,Maize,37.0,42.0,55.0,2230.0,11538.0
3797,Rabi       ,Moong(Green Gram),36.0,40.0,54.0,2115.0,224.0
3798,Rabi       ,Onion,34.0,45.0,52.0,88.0,1108.0
3799,Rabi       ,other oilseeds,34.0,55.0,62.0,92.0,114.0
3800,Rabi       ,Ragi,35.0,50.0,59.0,3872.0,5676.0
3801,Rabi       ,Rapeseed &Mustard,25.0,55.0,55.0,22.0,2.0
3802,Rabi       ,Rice,36.0,35.0,45.0,46223.0,104325.0
3803,Rabi       ,Sesamum,37.0,40.0,46.0,338.0,111.0
3804,Rabi       ,Small millets,36.0,41.0,50.0,1738.0,626.0
3805,Rabi       ,Urad,37.0,42.0,55.0,53538.0,17293.0
3806,Rabi       ,Varagu,36.0,40.0,54.0,2000.0,1000.0
3807,Rabi       ,Wheat,34.0,45.0,52.0,73.0,67.0
3808,Whole Year ,Banana,34.0,55.0,62.0,538.0,10429.0
3809,Whole Year ,Beans & Mutter(Vegetable),35.0,50.0,59.0,391.0,1970.0
3810,Whole Year ,Bhindi,25.0,55.0,55.0,511.0,3629.0
3811,Whole Year ,Bottle Gourd,36.0,35.0,45.0,7.0,0.0
3812,Whole Year ,Brinjal,37.0,40.0,46.0,558.0,7369.0
3813,Whole Year ,Cashewnut,36.0,41.0,50.0,687.0,85.0
3814,Whole Year ,Citrus Fruit,37.0,42.0,55.0,987.0,4383.0
3815,Whole Year ,Coconut ,36.0,40.0,54.0,202.0,2267460.0
3816,Whole Year ,Coriander,34.0,45.0,52.0,3841.0,2124.0
3817,Whole Year ,Cucumber,34.0,55.0,62.0,444.0,0.0
3818,Whole Year ,Mango,35.0,50.0,59.0,5235.0,16046.0
3819,Whole Year ,Orange,25.0,55.0,55.0,10581.0,187420.0
3820,Whole Year ,Other Fresh Fruits,36.0,35.0,45.0,3069.0,11606.0
3821,Whole Year ,Other Vegetables,37.0,40.0,46.0,1134.0,0.0
3822,Whole Year ,Papaya,36.0,41.0,50.0,721.0,94052.0
3823,Whole Year ,Pome Fruit,37.0,42.0,55.0,395.0,1677.0
3824,Whole Year ,Sugarcane,36.0,40.0,54.0,376.0,24440.0
3825,Whole Year ,Sweet potato,34.0,45.0,52.0,425.0,4655.0
3826,Whole Year ,Tobacco,34.0,55.0,62.0,58544.0,64818.0
3827,Whole Year ,Tomato,35.0,50.0,59.0,4048.0,19694.0
3828,Whole Year ,Turmeric,25.0,55.0,55.0,183.0,981.0
3829,Kharif     ,Arhar/Tur,36.0,35.0,45.0,78397.0,27125.0
3830,Kharif     ,Bajra,37.0,40.0,46.0,26565.0,37324.0
3831,Kharif     ,Castor seed,36.0,41.0,50.0,13736.0,4107.0
3832,Kharif     ,Cotton(lint),37.0,42.0,55.0,35815.0,60675.0
3833,Kharif     ,Dry chillies,36.0,40.0,54.0,14050.0,35027.0
3834,Kharif     ,Groundnut,34.0,45.0,52.0,1414.0,1654.0
3835,Kharif     ,Horse-gram,34.0,55.0,62.0,11.0,4.0
3836,Kharif     ,Jowar,35.0,50.0,59.0,2293.0,6783.0
3837,Kharif     ,Korra,25.0,55.0,55.0,626.0,681.0
3838,Kharif     ,Maize,36.0,35.0,45.0,8664.0,14278.0
3839,Kharif     ,Moong(Green Gram),37.0,40.0,46.0,34776.0,21805.0
3840,Kharif     ,Niger seed,36.0,41.0,50.0,68.0,27.0
3841,Kharif     ,Onion,37.0,42.0,55.0,37.0,540.0
3842,Kharif     ,Ragi,36.0,40.0,54.0,81.0,109.0
3843,Kharif     ,Rice,34.0,45.0,52.0,14621.0,41992.0
3844,Kharif     ,Sesamum,34.0,55.0,62.0,25644.0,9078.0
3845,Kharif     ,Small millets,35.0,50.0,59.0,872.0,848.0
3846,Kharif     ,Soyabean,25.0,55.0,55.0,49.0,54.0
3847,Kharif     ,Sunflower,36.0,35.0,45.0,19643.0,24570.0
3848,Whole Year ,Tobacco,36.0,35.0,45.0,74500.0,80400.0
3849,Kharif     ,Bajra,37.0,40.0,46.0,15401.0,20668.0
3850,Kharif     ,Castor seed,36.0,41.0,50.0,11170.0,2279.0
3851,Kharif     ,Cotton(lint),37.0,42.0,55.0,41514.0,45665.0
3852,Kharif     ,Groundnut,36.0,40.0,54.0,5174.0,3984.0
3853,Kharif     ,Horse-gram,34.0,45.0,52.0,37.0,17.0
3854,Kharif     ,Jowar,34.0,55.0,62.0,2485.0,634.0
3855,Kharif     ,Maize,35.0,50.0,59.0,7137.0,29383.0
3856,Kharif     ,Masoor,25.0,55.0,55.0,56326.0,15490.0
3857,Kharif     ,Moong(Green Gram),36.0,35.0,45.0,12857.0,9128.0
3858,Kharif     ,Ragi,37.0,40.0,46.0,270.0,281.0
3859,Kharif     ,Rice,36.0,41.0,50.0,70189.0,190583.0
3860,Kharif     ,Sesamum,37.0,42.0,55.0,9399.0,235.0
3861,Kharif     ,Sunflower,36.0,40.0,54.0,9922.0,8770.0
3862,Kharif     ,Urad,34.0,45.0,52.0,1225.0,747.0
3863,Rabi       ,Bajra,34.0,55.0,62.0,718.0,964.0
3864,Rabi       ,Gram,35.0,50.0,59.0,16875.0,18765.0
3865,Rabi       ,Groundnut,25.0,55.0,55.0,8241.0,10870.0
3866,Rabi       ,Horse-gram,36.0,35.0,45.0,1417.0,456.0
3867,Rabi       ,Jowar,37.0,40.0,46.0,6006.0,2306.0
3868,Rabi       ,Maize,36.0,41.0,50.0,3288.0,15917.0
3869,Rabi       ,Masoor,37.0,42.0,55.0,522.0,144.0
3870,Rabi       ,Moong(Green Gram),36.0,40.0,54.0,5569.0,980.0
3871,Rabi       ,Ragi,34.0,45.0,52.0,4246.0,6420.0
3872,Rabi       ,Rapeseed &Mustard,34.0,55.0,62.0,24.0,4.0
3873,Rabi       ,Rice,35.0,50.0,59.0,54885.0,129541.0
3874,Rabi       ,Sesamum,25.0,55.0,55.0,11286.0,2596.0
3875,Rabi       ,Urad,36.0,35.0,45.0,20019.0,6506.0
3876,Whole Year ,Dry chillies,37.0,40.0,46.0,25519.0,38806.0
3877,Whole Year ,Onion,36.0,41.0,50.0,303.0,4590.0
3878,Whole Year ,Sugarcane,37.0,42.0,55.0,343.0,27265.0
3879,Whole Year ,Tobacco,36.0,40.0,54.0,65876.0,53294.0
3880,Kharif     ,Arhar/Tur,34.0,45.0,52.0,95553.0,60198.0
3881,Kharif     ,Bajra,34.0,55.0,62.0,28546.0,42876.0
3882,Kharif     ,Castor seed,35.0,50.0,59.0,25057.0,7717.0
3883,Kharif     ,Cotton(lint),25.0,55.0,55.0,47128.0,61544.0
3884,Kharif     ,Dry chillies,36.0,35.0,45.0,16383.0,30751.0
3885,Kharif     ,Gram,37.0,40.0,46.0,61.0,145.0
3886,Kharif     ,Groundnut,36.0,41.0,50.0,4844.0,4190.0
3887,Kharif     ,Horse-gram,37.0,42.0,55.0,15.0,8.0
3888,Kharif     ,Jowar,36.0,40.0,54.0,2992.0,1110.0
3889,Kharif     ,Korra,34.0,45.0,52.0,1321.0,1263.0
3890,Kharif     ,Maize,34.0,55.0,62.0,12141.0,42093.0
3891,Kharif     ,Mesta,35.0,50.0,59.0,1.0,9.0
3892,Kharif     ,Moong(Green Gram),25.0,55.0,55.0,30049.0,12170.0
3893,Kharif     ,Onion,36.0,35.0,45.0,173.0,2414.0
3894,Kharif     ,Other Kharif pulses,37.0,40.0,46.0,6.0,3.0
3895,Kharif     ,Ragi,36.0,41.0,50.0,150.0,142.0
3896,Kharif     ,Rice,37.0,42.0,55.0,50601.0,156559.0
3897,Kharif     ,Samai,36.0,40.0,54.0,180.0,120.0
3898,Kharif     ,Sesamum,34.0,45.0,52.0,24475.0,4479.0
3899,Kharif     ,Small millets,34.0,55.0,62.0,1508.0,1388.0
3900,Kharif     ,Sunflower,35.0,50.0,59.0,4622.0,7021.0
3901,Kharif     ,Urad,25.0,55.0,55.0,3130.0,185.0
3902,Kharif     ,Varagu,36.0,35.0,45.0,7.0,5.0
3903,Rabi       ,Arhar/Tur,37.0,40.0,46.0,420.0,265.0
3904,Rabi       ,Bajra,36.0,41.0,50.0,1807.0,2714.0
3905,Rabi       ,Dry chillies,37.0,42.0,55.0,4607.0,9417.0
3906,Rabi       ,Gram,36.0,40.0,54.0,33531.0,79737.0
3907,Rabi       ,Groundnut,34.0,45.0,52.0,9927.0,12180.0
3908,Rabi       ,Horse-gram,34.0,55.0,62.0,1218.0,257.0
3909,Rabi       ,Jowar,35.0,50.0,59.0,6206.0,4996.0
3910,Rabi       ,Korra,25.0,55.0,55.0,20.0,19.0
3911,Rabi       ,Maize,36.0,35.0,45.0,3137.0,16890.0
3912,Rabi       ,Moong(Green Gram),37.0,40.0,46.0,3199.0,2514.0
3913,Rabi       ,Onion,36.0,41.0,50.0,56.0,984.0
3914,Rabi       ,Other  Rabi pulses,37.0,42.0,55.0,134.0,66.0
3915,Rabi       ,Ragi,36.0,40.0,54.0,5951.0,12241.0
3916,Rabi       ,Rice,34.0,55.0,62.0,96893.0,316840.0
3917,Rabi       ,Samai,35.0,50.0,59.0,59.0,39.0
3918,Rabi       ,Sesamum,25.0,55.0,55.0,2303.0,481.0
3919,Rabi       ,Small millets,36.0,35.0,45.0,1579.0,1192.0
3920,Rabi       ,Urad,37.0,40.0,46.0,35024.0,29350.0
3921,Rabi       ,Varagu,36.0,41.0,50.0,1500.0,1134.0
3922,Whole Year ,Banana,37.0,42.0,55.0,615.0,12085.0
3923,Whole Year ,Cashewnut,36.0,40.0,54.0,761.0,166.0
3924,Whole Year ,Coconut ,34.0,45.0,52.0,209.0,2240700.0
3925,Whole Year ,Coriander,34.0,55.0,62.0,3057.0,2268.0
3926,Whole Year ,Sugarcane,35.0,50.0,59.0,272.0,21836.0
3927,Whole Year ,Sweet potato,25.0,55.0,55.0,542.0,10129.0
3928,Whole Year ,Tobacco,36.0,35.0,45.0,6985.0,14894.0
3929,Whole Year ,Turmeric,37.0,40.0,46.0,246.0,1105.0
3930,Kharif     ,Arhar/Tur,36.0,41.0,50.0,60581.0,29139.0
3931,Kharif     ,Bajra,37.0,42.0,55.0,7969.0,9786.0
3932,Kharif     ,Castor seed,36.0,40.0,54.0,16484.0,4088.0
3933,Kharif     ,Cotton(lint),34.0,45.0,52.0,37624.0,62633.0
3934,Kharif     ,Dry chillies,34.0,55.0,62.0,14347.0,33400.0
3935,Kharif     ,Groundnut,35.0,50.0,59.0,1524.0,1212.0
3936,Kharif     ,Jowar,25.0,55.0,55.0,1570.0,898.0
3937,Kharif     ,Korra,36.0,35.0,45.0,1266.0,951.0
3938,Kharif     ,Maize,37.0,40.0,46.0,6257.0,27543.0
3939,Kharif     ,Moong(Green Gram),36.0,41.0,50.0,7918.0,2629.0
3940,Kharif     ,Onion,37.0,42.0,55.0,62.0,860.0
3941,Kharif     ,Other Kharif pulses,36.0,40.0,54.0,11.0,6.0
3942,Kharif     ,Ragi,34.0,45.0,52.0,309.0,342.0
3943,Kharif     ,Rice,34.0,55.0,62.0,40841.0,134204.0
3944,Kharif     ,Samai,35.0,50.0,59.0,309.0,226.0
3945,Kharif     ,Sesamum,25.0,55.0,55.0,1171.0,88.0
3946,Kharif     ,Small millets,36.0,35.0,45.0,1575.0,1177.0
3947,Kharif     ,Sunflower,37.0,40.0,46.0,6737.0,7351.0
3948,Kharif     ,Urad,36.0,41.0,50.0,2258.0,815.0
3949,Rabi       ,Arhar/Tur,37.0,42.0,55.0,667.0,321.0
3950,Rabi       ,Bajra,36.0,40.0,54.0,717.0,880.0
3951,Rabi       ,Dry chillies,34.0,45.0,52.0,3920.0,9776.0
3952,Rabi       ,Gram,34.0,55.0,62.0,43496.0,81512.0
3953,Rabi       ,Groundnut,35.0,50.0,59.0,4936.0,8534.0
3954,Rabi       ,Horse-gram,25.0,55.0,55.0,1149.0,622.0
3955,Rabi       ,Jowar,36.0,35.0,45.0,3490.0,2576.0
3956,Rabi       ,Korra,37.0,40.0,46.0,26.0,20.0
3957,Rabi       ,Maize,36.0,41.0,50.0,2872.0,18705.0
3958,Rabi       ,Moong(Green Gram),37.0,42.0,55.0,3786.0,2862.0
3959,Rabi       ,Onion,36.0,40.0,54.0,69.0,1091.0
3960,Rabi       ,Ragi,34.0,45.0,52.0,3963.0,7795.0
3961,Rabi       ,Rapeseed &Mustard,34.0,55.0,62.0,11.0,3.0
3962,Rabi       ,Rice,35.0,50.0,59.0,106540.0,385888.0
3963,Rabi       ,Samai,25.0,55.0,55.0,5.0,4.0
3964,Rabi       ,Sesamum,36.0,35.0,45.0,298.0,76.0
3965,Rabi       ,Small millets,37.0,40.0,46.0,823.0,683.0
3966,Rabi       ,Urad,36.0,41.0,50.0,35628.0,20237.0
3967,Rabi       ,Varagu,37.0,42.0,55.0,792.0,659.0
3968,Rabi       ,Wheat,36.0,40.0,54.0,15.0,10.0
3969,Whole Year ,Banana,34.0,45.0,52.0,511.0,8370.0
3970,Whole Year ,Cashewnut,34.0,55.0,62.0,702.0,193.0
3971,Whole Year ,Coconut ,35.0,50.0,59.0,202.0,2195568.0
3972,Whole Year ,Coriander,25.0,55.0,55.0,2993.0,2317.0
3973,Whole Year ,Sugarcane,36.0,35.0,45.0,287.0,23462.0
3974,Whole Year ,Sweet potato,37.0,40.0,46.0,605.0,9829.0
3975,Whole Year ,Tobacco,36.0,41.0,50.0,51549.0,57805.0
3976,Whole Year ,Turmeric,37.0,42.0,55.0,314.0,1357.0
3977,Kharif     ,Arhar/Tur,36.0,40.0,54.0,54781.0,12271.0
3978,Kharif     ,Bajra,34.0,45.0,52.0,10062.0,9378.0
3979,Kharif     ,Castor seed,34.0,55.0,62.0,11040.0,1910.0
3980,Kharif     ,Cotton(lint),35.0,50.0,59.0,24364.0,28377.0
3981,Kharif     ,Dry chillies,25.0,55.0,55.0,11789.0,13805.0
3982,Kharif     ,Groundnut,36.0,35.0,45.0,1711.0,1761.0
3983,Kharif     ,Jowar,37.0,40.0,46.0,792.0,264.0
3984,Kharif     ,Maize,36.0,41.0,50.0,6448.0,168.0
3985,Kharif     ,Mesta,37.0,42.0,55.0,1.0,8.0
3986,Kharif     ,Moong(Green Gram),36.0,40.0,54.0,25955.0,1376.0
3987,Kharif     ,Niger seed,34.0,45.0,52.0,832.0,320.0
3988,Kharif     ,Onion,34.0,55.0,62.0,123.0,1470.0
3989,Kharif     ,Ragi,35.0,50.0,59.0,214.0,184.0
3990,Kharif     ,Rice,25.0,55.0,55.0,19256.0,46927.0
